,Q1A1,Q1A2,Q2A11,Q2A12,Q2A2,Q2A3,Q3,Q4A1,Q4A2,Q4A3,Q4A4,Q4A5,Q4A6,Q4A7,Q5A1,Q5A2,Q5A3,Q5A4,Q5A5,Q5A6,Q5A7,Q6A1,Q6A2,Q6A3,Q6A4,Q7,Q7A1,Q7A2,Q7A3,Q8A1,Q8A2,Q8A3,Q8A4,Q8B1,Q8B2,Q8B3,Q8B4,Q9A1,Q9A2,Q9A3,Q9A4,Q9A5,Q9B1,Q9B2,Q9B3,Q9B4,Q9B5,Q11A1,Q11A2,Q11B1,Q11B2,Q12A1,Q12A2,Q12B1,Q12B2,Q13A1,Q13A2,Q13A3,Q13A4,Q13B1,Q13B2,Q13B3,Q13B4,Q14A1,Q14A2,Q14A3,Q14A4,Q14B1,Q14B2,Q14B3,Q14B4,Q15,Q15A1,Q15A2,Q15B1,Q15B2,Q15C,Q16A1,Q16A2,Q16A3,Q16A4,Q16A5,Q16A6,Q17A01,Q17A02,Q17A03,Q18A1,Q18A2,Q18A3,Q18A4,Q18A5,Q19A1,Q19A2,Q19A3,Q20A1,Q20A2,Q20A3,Q20A4,Q20A5,Q20A6,Q20A7,Q21A1,Q21A2,Q21A3,Q21A4,Q21A5,Q21A6,Q21A7,Q21A8,Q22A1,Q22A2,Q22A3,Q22A4,Q22A5,ADQ1,ADQ2,ADQ3,ADQ3A,ADQ4,ADQ5,ADQ6,ADQ7,ADQ8,ADQ9,ADQ101,ADQ102,ADQ103,y
5337,1,2,1,0,2,2,1,3,3,4,3,3,3,3,3,4,3,3,2,3,3,3,3,4,4,1,0,20,0,1,1,1,1,2,1,2,2,1,1,1,1,1,2,2,2,2,2,1,1,2,2,1,1,3,2,1,1,1,1,2,3,2,2,1,1,1,1,2,2,3,2,0,0,0,0,0,0,1,3,1,2,3,4,3,2,2,2,2,2,3,3,3,2,2,2,2,3,3,2,2,2,3,2,2,3,3,2,2,2,3,2,2,2,2,62,2,11,0,3,1,2,1,2,7,1,1,1,2
5338,1,2,1,0,2,2,1,2,3,3,3,3,3,2,2,3,2,3,3,2,2,3,3,1,2,1,0,25,0,1,1,1,1,3,2,2,2,1,1,1,1,1,3,4,2,2,2,1,1,1,3,1,1,3,3,1,1,1,1,2,2,3,3,1,1,1,1,2,3,3,3,0,0,0,0,0,0,3,4,3,3,3,3,3,2,2,3,2,2,3,3,3,4,3,3,4,3,3,2,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,59,2,11,0,3,1,2,1,2,8,1,1,1,2
5339,1,2,1,0,2,2,1,3,3,3,3,3,2,3,3,3,3,4,3,3,3,3,2,2,3,1,0,22,0,1,1,1,1,3,3,2,2,1,1,1,1,1,3,3,4,3,3,1,1,1,3,1,1,4,3,1,1,1,1,3,3,2,3,1,1,1,1,2,2,2,2,0,0,0,0,0,0,2,2,3,2,2,2,2,3,2,2,3,2,2,2,2,3,2,2,2,3,2,3,2,2,2,3,2,2,1,2,2,2,2,3,2,2,2,57,2,11,0,3,1,2,3,2,8,1,1,1,2
5340,1,2,1,0,2,2,1,3,3,3,3,2,3,3,3,3,3,3,3,2,3,2,2,3,2,1,0,30,0,1,1,1,1,4,3,2,2,1,1,1,1,1,3,3,4,3,3,1,1,2,2,1,1,3,3,1,1,1,1,2,1,1,2,1,1,1,1,2,2,3,2,0,0,0,0,0,0,2,2,3,2,3,3,2,2,3,3,3,4,3,3,3,3,4,3,3,4,3,3,4,3,2,3,4,3,3,2,2,3,3,3,2,3,3,58,2,11,0,3,2,2,2,2,10,1,1,1,3
5341,1,2,1,0,2,2,1,3,3,4,3,4,2,3,3,3,2,3,3,3,3,3,4,3,3,1,20,30,0,3,3,2,3,3,4,2,2,2,2,2,2,2,4,4,2,4,2,2,2,3,3,2,3,2,3,3,3,2,3,2,3,2,2,2,2,3,2,2,3,2,3,0,0,0,0,0,0,3,3,4,2,2,3,3,4,4,3,4,3,2,3,3,3,4,3,4,3,2,3,4,3,3,4,3,2,2,3,4,3,3,4,2,3,3,58,2,3,0,3,1,2,2,2,10,1,1,1,4
5342,2,1,1,0,2,2,1,3,4,4,3,4,3,3,3,4,3,3,3,3,3,3,4,3,3,1,20,30,0,3,3,3,2,4,4,3,2,2,2,2,2,2,4,4,2,4,2,2,2,2,3,2,2,2,3,2,1,2,1,2,3,3,2,3,2,3,2,2,3,2,2,0,0,0,0,0,0,3,3,4,3,2,3,3,4,4,3,4,3,2,3,3,4,4,3,4,3,2,3,3,3,3,3,4,4,3,2,3,3,3,4,4,3,3,59,2,3,0,3,1,2,2,2,10,1,1,1,4
5343,2,1,1,0,2,2,1,3,3,4,3,2,3,3,3,4,3,2,3,3,3,3,3,2,2,1,20,30,0,3,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3,1,1,3,1,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,3,3,2,2,3,2,2,3,2,2,3,3,2,2,2,3,3,3,2,3,2,3,3,3,3,3,3,2,2,3,3,2,2,2,1,2,63,2,14,0,3,1,2,2,2,11,1,1,1,3
5344,1,2,1,0,2,2,1,3,3,3,3,4,2,4,4,4,4,4,4,3,4,4,4,3,4,1,20,30,20,4,4,3,3,4,4,2,2,2,3,2,2,3,2,4,2,3,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,3,3,2,2,2,2,4,4,4,4,0,0,0,0,0,0,3,2,3,4,4,3,3,3,3,4,4,3,4,4,3,4,4,2,3,3,3,3,4,4,2,3,2,3,3,2,3,3,4,3,3,3,3,56,2,3,0,4,1,2,1,2,10,1,1,1,4
5345,1,2,1,0,2,2,1,1,1,1,1,1,1,1,2,3,2,2,3,3,3,3,2,3,3,1,0,27,0,1,1,1,1,3,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,2,3,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,2,0,0,0,0,0,0,2,3,3,3,3,3,2,2,1,3,3,4,3,3,2,3,2,3,2,3,2,2,3,3,2,2,1,2,3,2,1,2,2,1,1,2,2,63,2,11,0,4,1,2,1,2,10,1,1,1,3
5346,1,2,1,0,2,2,1,2,2,3,2,2,2,2,3,4,3,3,4,3,3,3,3,4,3,1,0,30,0,1,1,1,1,3,2,2,2,1,1,1,1,1,4,3,4,4,3,1,1,1,3,1,1,3,3,1,1,1,1,3,4,3,3,1,1,1,1,2,3,2,3,0,0,0,0,0,0,2,3,4,3,2,3,3,4,3,3,4,3,2,3,3,4,3,3,3,4,4,3,2,2,3,3,2,2,2,3,3,3,3,3,4,3,3,58,2,11,0,3,2,2,1,2,8,1,1,1,2
5347,1,2,1,0,2,2,1,2,1,2,3,1,2,2,2,2,3,3,4,3,3,3,2,3,3,1,3,30,0,1,1,1,1,4,3,4,3,1,1,1,1,1,3,3,3,1,1,2,1,2,3,2,1,2,2,1,2,1,1,3,2,1,2,2,2,1,1,2,3,2,2,0,0,0,0,0,0,3,4,4,3,2,3,4,4,3,3,4,4,3,2,3,3,4,3,3,2,2,3,3,3,3,4,4,3,3,4,3,3,3,4,2,3,3,68,2,5,2,3,1,2,3,2,10,1,1,1,2
5348,2,2,1,0,2,2,1,1,1,1,1,1,1,1,3,3,2,3,3,2,3,2,3,2,2,1,0,26,0,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,2,2,3,3,2,3,3,2,2,3,2,3,2,3,3,2,2,3,3,2,3,2,3,3,2,2,1,1,2,1,2,1,2,2,1,1,2,58,2,4,1,3,1,2,3,2,10,1,1,1,4
5349,2,2,1,0,2,2,1,1,1,1,1,1,1,1,3,2,2,3,3,2,2,2,3,2,2,1,0,26,0,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,2,2,3,3,2,3,3,2,2,3,2,3,3,3,3,2,2,3,3,2,3,2,3,3,2,2,1,2,2,1,1,2,2,2,1,1,2,58,2,4,2,3,1,2,3,2,9,1,1,1,4
5350,2,2,1,0,2,2,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,3,2,1,0,26,0,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,1,2,1,1,1,2,2,1,2,3,2,1,2,2,3,3,3,2,3,4,3,3,3,2,2,1,3,2,1,1,1,2,1,1,2,2,63,2,4,1,3,1,2,1,2,9,1,1,1,3
5351,1,2,1,0,2,2,1,2,2,2,3,2,1,3,3,3,2,3,3,1,1,3,2,1,2,1,0,30,0,1,1,1,1,3,1,2,1,1,1,1,1,1,1,4,3,3,1,1,1,1,3,1,1,3,3,1,1,1,1,3,2,1,3,1,1,1,1,2,2,3,1,0,0,0,0,0,0,2,3,2,3,1,4,3,3,3,2,2,3,2,3,2,2,2,2,3,3,2,2,2,4,3,3,3,3,4,4,4,3,3,2,3,3,2,58,2,3,0,3,1,2,2,2,10,1,1,1,2
5352,2,2,1,0,2,2,1,1,1,1,1,1,1,2,2,2,1,3,1,1,2,2,2,2,3,1,0,20,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,3,4,2,3,3,3,3,2,3,2,3,3,2,2,2,3,3,3,4,2,2,4,3,2,2,3,3,3,3,2,3,2,2,3,2,61,2,4,1,4,1,2,2,2,10,1,1,1,2
5353,2,1,1,0,2,1,1,3,3,2,4,4,3,3,3,2,3,3,3,2,3,3,3,4,3,1,0,30,0,1,1,1,1,4,2,4,2,1,1,1,1,1,4,4,1,1,1,1,1,1,3,1,1,3,2,1,1,1,1,2,3,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,3,3,4,3,3,3,4,2,2,1,2,2,2,2,1,2,3,3,2,3,4,3,2,3,4,3,3,4,3,3,3,4,3,3,4,59,2,11,0,3,1,2,2,2,8,1,1,1,2
5354,2,2,1,0,2,2,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,0,10,0,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,3,3,2,3,4,3,2,2,1,1,2,1,1,1,2,1,3,2,3,3,4,3,4,3,4,3,3,2,3,4,3,3,4,3,4,3,66,2,11,0,3,1,2,3,2,7,1,1,1,1
5355,2,2,1,0,2,2,1,2,2,2,2,3,2,2,3,2,2,3,2,2,3,3,3,3,3,1,0,10,0,1,1,1,1,3,2,1,1,1,1,1,1,1,2,3,1,3,1,1,1,2,2,1,1,2,2,1,1,1,1,3,2,2,1,1,1,1,1,2,3,2,2,0,0,0,0,0,0,2,3,3,3,2,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,4,3,3,4,3,3,2,3,3,3,3,3,63,2,11,0,3,1,2,2,2,6,1,1,1,3
5356,2,2,1,0,2,2,1,1,1,1,1,1,1,1,3,2,3,3,3,2,3,3,2,2,2,1,0,11,0,1,1,1,1,2,2,2,2,1,1,1,1,1,2,3,1,1,1,1,1,2,2,1,1,3,2,1,1,1,1,3,2,1,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0,3,2,2,2,2,4,3,3,3,2,2,2,2,2,2,2,2,3,2,3,3,3,2,2,3,2,2,3,4,3,2,3,3,2,3,2,3,66,2,9,0,3,1,2,2,2,5,1,1,1,3
5357,1,2,1,0,2,2,1,3,3,2,2,3,3,3,3,3,3,4,4,3,3,3,3,3,3,1,0,17,0,1,1,1,1,2,2,2,1,1,1,1,1,1,2,3,2,3,1,1,1,2,3,1,1,3,3,1,1,1,1,2,1,2,1,1,1,1,1,2,3,2,3,0,0,0,0,0,0,2,3,2,2,3,4,4,3,4,2,2,3,2,2,2,2,2,2,3,3,2,3,2,3,2,3,2,3,3,3,3,2,3,3,2,3,2,59,2,4,1,3,1,2,2,2,10,1,1,1,3
5358,1,2,1,0,2,2,1,2,1,1,3,1,1,3,3,2,1,3,3,1,1,2,1,1,2,1,0,20,0,1,1,1,1,3,1,2,1,1,1,1,1,1,1,3,2,3,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,3,1,1,1,1,1,2,1,1,3,0,0,0,0,0,0,1,4,2,2,2,4,3,2,2,3,3,4,4,3,2,1,1,2,3,3,2,4,2,3,4,3,4,3,3,2,2,2,3,2,3,4,3,55,2,11,0,3,1,2,3,2,9,1,1,1,2
5359,1,2,1,0,2,2,1,2,3,2,2,3,2,2,3,2,2,3,2,3,2,2,1,1,2,1,0,10,0,1,1,1,1,2,2,1,1,1,1,1,1,1,3,2,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,0,0,0,0,0,0,1,4,3,2,2,4,1,2,2,2,3,2,2,1,1,1,2,2,1,1,2,1,2,3,3,2,3,4,3,2,3,2,3,3,4,3,4,55,2,3,0,3,1,2,3,2,6,1,1,1,3
5360,1,1,1,0,2,2,1,4,4,2,4,3,2,4,4,4,4,4,4,2,3,4,4,2,4,1,25,10,0,4,3,1,3,3,1,2,1,2,4,1,2,2,2,4,1,4,2,4,4,4,4,4,4,4,4,2,1,3,4,1,1,1,2,1,3,1,4,3,1,1,3,0,0,0,0,0,0,2,2,2,4,2,4,4,2,3,2,3,3,3,1,1,2,1,2,3,4,3,3,4,4,3,4,4,3,4,4,4,4,4,3,3,4,4,59,2,1,0,3,1,2,2,2,11,1,1,1,4
5361,1,1,1,0,2,2,1,3,3,3,2,3,2,2,3,3,2,3,3,3,2,3,3,2,2,1,7,30,0,3,3,2,2,3,3,3,2,2,2,1,1,1,3,3,2,2,2,2,2,2,3,2,2,3,3,2,2,1,1,2,2,1,1,2,2,2,3,2,2,2,3,0,0,0,0,0,0,2,3,2,2,4,4,3,3,3,3,2,3,4,4,2,2,2,3,4,4,3,2,3,3,3,3,3,3,4,3,2,3,3,3,3,3,3,55,2,9,0,3,1,2,2,2,10,1,1,1,4
5362,1,2,1,0,2,2,1,3,3,2,2,3,2,2,3,3,1,3,3,2,2,3,2,2,2,1,3,30,0,3,2,2,2,3,2,2,2,2,2,1,1,1,3,3,2,2,2,1,1,3,3,2,2,3,3,1,1,1,1,2,2,2,2,2,2,1,1,3,2,2,2,0,0,0,0,0,0,1,3,2,2,4,4,3,3,3,3,2,3,2,2,2,2,2,3,3,3,2,2,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,58,2,5,1,3,1,2,2,2,10,1,1,1,4
5363,1,2,1,0,2,2,1,3,3,2,2,3,3,2,3,3,2,3,3,3,2,3,2,2,3,1,2,30,0,2,1,1,1,3,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,3,3,3,2,3,3,4,3,3,3,2,3,3,3,3,3,3,3,4,3,3,2,3,3,3,3,3,3,3,1,3,3,3,3,3,62,2,11,0,3,1,2,2,2,10,1,1,1,3
5364,1,2,2,0,2,2,1,2,2,2,2,3,2,3,3,3,2,3,3,2,2,3,3,3,3,1,0,30,0,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,2,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,4,1,1,1,1,1,1,1,4,3,4,3,3,3,3,3,3,1,1,1,2,2,2,3,3,3,3,3,2,2,2,2,3,2,2,2,70,2,11,0,3,1,2,1,2,10,1,1,1,2
5365,1,2,1,0,2,2,1,1,1,1,1,1,1,1,3,3,1,3,2,1,1,2,2,1,2,1,0,25,0,1,1,1,1,4,2,2,1,1,1,1,1,1,2,4,1,1,1,1,1,2,3,1,1,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,2,3,2,1,2,3,2,2,3,3,2,3,3,3,2,2,2,3,3,3,1,2,2,3,3,3,2,3,3,3,3,2,3,2,3,3,3,69,2,4,1,3,1,1,2,2,10,1,1,1,2
5366,1,2,1,0,2,2,1,2,2,2,2,2,1,2,3,3,2,3,2,2,3,3,3,1,1,1,0,30,0,1,1,1,1,4,2,2,2,1,1,1,1,1,2,4,4,2,2,1,1,2,2,1,1,2,2,1,1,1,1,3,2,2,2,1,1,1,1,3,2,2,3,0,0,0,0,0,0,2,3,2,3,1,4,3,3,2,2,2,3,2,3,2,2,2,3,3,3,2,2,2,4,3,3,2,2,2,3,2,2,3,2,2,3,2,63,2,5,1,4,1,1,3,2,9,1,1,1,1
5367,1,2,1,0,1,2,1,2,2,3,2,2,1,3,3,3,2,3,2,1,3,3,2,1,1,1,5,30,5,2,2,2,2,3,3,3,3,2,2,2,2,1,2,4,2,2,1,2,2,2,2,2,2,3,2,2,2,1,1,3,2,2,2,2,2,2,2,2,3,2,2,0,0,0,0,0,0,2,4,2,4,2,3,3,3,3,2,2,3,3,2,2,2,2,3,3,3,3,3,2,4,3,3,4,4,4,4,3,2,2,3,3,3,3,63,2,2,0,3,1,1,3,2,9,1,1,1,2
5368,2,2,1,0,2,2,1,3,3,3,2,3,3,3,4,4,3,3,3,3,3,3,3,2,3,1,0,30,0,1,1,1,1,4,2,2,3,1,1,1,1,1,3,2,2,2,1,1,1,2,3,1,1,3,2,1,1,1,1,3,2,2,2,1,1,1,1,2,3,2,2,0,0,0,0,0,0,2,3,3,2,2,3,3,3,2,3,2,3,2,2,3,2,2,3,3,3,2,2,2,2,3,3,3,4,3,2,3,3,3,2,2,2,2,61,2,11,0,3,1,2,2,2,10,1,1,1,2
5369,1,2,1,0,2,2,1,3,3,2,2,4,3,3,3,3,3,3,3,3,3,2,2,2,2,1,5,30,0,3,2,1,1,3,2,2,2,1,2,2,1,2,3,3,2,2,2,1,1,3,2,1,1,3,2,1,1,1,1,3,3,2,3,1,1,1,1,1,3,2,1,0,0,0,0,0,0,3,3,3,4,3,3,3,3,2,4,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,2,3,3,2,2,3,4,3,3,3,56,2,5,2,3,1,2,1,2,7,1,1,1,2
5370,2,1,1,0,2,2,1,3,4,3,2,3,4,3,3,4,3,2,3,3,3,3,3,2,2,1,10,30,0,2,1,2,1,3,2,2,2,1,1,2,2,1,3,3,2,2,2,2,2,2,3,2,2,3,3,2,1,2,1,3,3,3,3,2,1,1,1,3,3,2,3,0,0,0,0,0,0,3,3,2,3,2,3,3,3,4,3,3,4,3,3,3,3,2,3,4,3,2,2,3,3,3,3,2,2,3,4,3,3,3,3,2,2,3,56,2,4,2,3,1,2,2,2,10,1,1,1,4
5371,1,2,1,0,2,2,1,1,2,2,1,1,2,1,3,2,2,3,3,2,1,2,1,1,2,1,0,30,0,1,1,1,1,2,2,3,1,1,1,1,1,1,1,4,3,3,1,1,1,1,3,1,1,3,3,1,1,1,1,2,2,3,2,1,1,1,1,2,2,2,1,0,0,0,0,0,0,2,3,2,3,1,4,3,3,3,2,2,3,2,3,2,2,2,2,3,3,2,2,2,3,3,3,3,3,4,4,4,3,3,2,3,3,2,56,2,11,0,2,1,2,3,2,8,1,1,1,2
5372,1,2,1,0,2,2,1,2,2,2,2,1,2,2,3,4,2,4,3,2,3,1,3,1,4,1,0,30,0,1,1,1,1,3,3,1,1,1,1,1,1,1,1,3,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,3,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,2,3,2,2,2,2,3,3,2,2,2,2,2,2,1,2,2,3,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,1,2,58,2,11,0,3,1,2,1,2,11,1,1,1,1
5373,2,1,1,0,2,2,1,2,2,1,2,3,3,3,3,3,3,4,3,3,3,3,2,2,1,1,2,30,0,2,2,2,2,4,2,4,2,1,1,1,2,1,3,3,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,4,3,3,3,2,3,3,4,3,2,2,3,3,2,2,1,3,4,3,3,4,4,3,4,2,3,3,4,3,3,2,2,2,3,4,3,60,1,7,0,3,1,1,3,2,9,2,1,1,2
5374,1,1,1,0,2,2,1,3,4,4,3,4,4,3,3,3,3,2,2,3,2,3,3,3,3,1,20,30,0,4,3,3,1,4,3,3,2,1,1,1,1,1,3,4,2,2,1,1,1,1,3,2,3,2,3,1,1,1,1,1,1,1,1,1,1,3,3,1,1,3,3,0,0,0,0,0,0,3,3,3,4,3,3,3,3,4,4,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,3,4,3,3,4,3,3,3,3,3,2,3,58,1,5,1,2,1,1,2,2,7,2,1,1,4
5375,1,1,1,0,2,1,1,2,3,1,2,2,1,2,3,3,1,3,2,2,1,3,2,1,3,1,0,30,0,1,1,1,1,3,1,2,1,1,1,1,1,1,3,4,1,1,1,1,1,1,3,1,1,3,3,1,1,1,1,2,1,2,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,3,2,2,3,4,3,3,3,3,3,2,2,2,2,1,2,3,4,4,2,3,2,4,3,2,3,3,3,2,2,1,3,2,3,3,3,58,1,8,0,2,2,1,2,2,7,2,1,1,3
5376,1,2,1,0,2,2,1,2,2,2,1,3,2,3,3,4,2,4,3,3,4,2,2,1,2,1,0,30,0,1,1,1,1,4,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,1,3,2,1,1,1,1,2,3,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,3,3,2,1,3,3,4,3,3,2,3,2,2,1,2,2,3,3,3,2,2,3,1,2,2,3,3,2,3,3,1,2,2,2,1,62,1,9,0,3,1,1,1,2,5,2,1,1,2
5377,1,2,1,0,2,2,1,3,3,3,3,4,3,3,3,4,3,4,4,3,4,2,2,3,2,1,5,30,0,3,3,3,1,4,2,3,1,2,2,2,1,1,3,4,2,2,2,2,2,2,2,2,2,3,2,1,1,1,2,3,2,2,2,1,1,1,1,2,2,3,3,0,0,0,0,0,0,3,3,3,3,4,3,3,3,3,3,3,3,4,3,2,2,2,3,4,4,3,2,2,3,3,3,3,3,4,3,3,2,2,2,3,3,2,58,1,4,1,3,1,1,1,2,9,2,1,1,4
5378,1,2,1,0,2,2,1,2,3,1,1,3,1,3,3,3,2,3,3,1,3,3,3,2,3,1,0,30,0,1,1,1,1,3,2,3,1,1,1,1,1,1,4,4,3,3,1,1,1,1,3,1,1,1,1,1,1,1,1,2,3,1,2,1,1,1,1,1,1,3,1,0,0,0,0,0,0,2,3,2,2,2,3,3,3,3,3,2,4,3,3,2,2,2,3,4,3,3,4,3,3,3,2,3,3,4,3,3,3,3,3,4,3,3,68,1,5,1,4,1,1,1,2,5,2,1,1,2
5379,1,2,1,0,2,2,1,1,1,1,1,1,1,1,3,3,2,4,3,2,3,3,2,1,2,1,0,20,0,1,1,1,1,3,1,3,2,1,1,1,1,1,3,3,2,2,1,1,1,1,3,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,3,2,3,4,2,4,3,3,3,3,2,2,3,3,3,4,3,2,3,4,3,2,3,2,2,3,2,3,4,3,2,3,2,3,2,2,61,1,9,0,3,1,1,3,1,5,2,1,1,4
5380,2,2,1,0,2,2,1,1,1,1,1,1,1,1,3,3,2,4,2,2,3,2,1,2,1,1,0,20,0,1,1,1,1,3,1,2,2,1,1,1,1,1,1,4,1,2,1,1,1,2,2,1,1,3,2,1,1,1,1,2,2,1,3,1,1,1,1,1,3,1,1,0,0,0,0,0,0,2,2,3,3,4,1,3,4,3,3,2,2,3,3,2,2,3,3,3,2,3,4,3,3,2,2,3,3,3,3,4,3,2,2,3,3,2,62,1,9,0,3,1,1,3,2,5,2,1,1,4
5381,2,1,1,0,2,2,1,2,1,2,1,3,3,3,3,4,3,4,4,3,3,3,2,2,3,1,5,30,0,2,1,2,3,4,1,3,2,2,2,2,1,1,3,4,2,2,1,2,2,3,2,1,2,3,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,0,0,0,0,0,0,3,3,4,3,3,1,3,3,3,3,2,2,3,2,3,2,3,3,3,4,3,3,2,3,3,3,3,2,3,3,3,3,2,3,2,4,3,65,1,7,0,3,1,1,2,2,9,2,1,1,3
5382,2,2,1,0,2,2,1,1,1,1,1,1,1,1,3,3,3,4,2,3,3,2,1,2,2,1,0,25,0,1,1,1,1,3,2,2,1,1,1,1,1,1,1,3,1,3,1,1,1,1,2,1,1,3,3,1,1,1,1,2,1,1,2,1,1,1,1,3,1,2,1,0,0,0,0,0,0,2,2,3,4,3,2,3,4,3,3,2,3,2,3,2,2,3,3,3,2,3,2,3,3,3,2,3,3,4,3,4,3,2,2,3,3,3,58,1,8,0,3,1,1,2,2,8,2,1,1,4
5383,1,2,1,0,2,2,1,3,2,2,2,2,2,3,3,3,2,3,3,2,3,3,3,1,4,1,3,30,0,1,2,2,1,2,2,4,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,3,3,2,3,2,1,3,4,4,3,3,3,2,2,3,4,4,4,3,4,3,3,2,4,3,3,4,3,4,2,2,2,3,2,3,4,3,65,1,9,0,3,1,1,2,2,8,2,1,1,2
5384,1,2,1,0,2,2,1,2,3,3,2,2,2,2,3,3,2,4,3,1,3,3,1,2,2,1,7,25,0,3,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,2,2,2,3,3,3,3,3,3,2,3,3,2,2,2,2,3,4,4,3,3,2,3,2,2,1,3,3,2,4,2,2,2,3,3,2,62,2,11,0,3,1,2,1,2,9,2,1,1,4
5385,1,2,1,0,2,2,1,1,1,1,2,2,1,1,3,3,2,2,2,2,1,2,1,3,4,1,0,30,0,1,1,1,1,3,1,2,2,1,1,1,1,1,3,3,2,2,2,1,1,2,2,1,1,3,2,1,1,1,1,2,2,2,3,1,1,1,1,1,2,3,3,0,0,0,0,0,0,3,3,2,3,2,4,3,2,3,3,4,3,3,3,2,2,2,3,3,3,4,3,2,2,3,2,3,3,3,3,3,2,3,2,3,3,2,68,2,5,2,2,1,2,2,2,7,2,1,1,2
5386,1,2,1,0,2,2,1,1,2,1,1,1,1,1,3,4,1,3,2,1,2,3,2,1,2,1,0,30,0,1,1,1,1,3,2,3,2,1,1,1,1,1,3,4,1,2,1,1,1,1,3,1,1,2,3,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,3,2,2,3,4,3,3,2,3,3,2,3,3,2,2,2,3,4,4,2,3,2,4,3,3,3,4,4,2,2,2,3,2,3,3,3,69,2,11,0,4,1,2,1,2,10,2,1,1,3
5387,2,2,1,0,2,2,1,2,3,2,1,3,1,2,3,3,1,3,3,2,2,3,3,2,3,1,0,30,0,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,3,3,1,1,1,2,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,3,2,1,3,3,3,3,2,3,3,3,4,2,3,3,3,2,3,3,3,3,2,4,3,3,3,3,4,2,2,2,3,2,3,3,2,60,2,11,0,3,1,2,1,2,7,2,1,1,2
